Tên,Địa chỉ,Số điện thoại,Link
Bánh Huế - chè Huế 112 TQĐ,"112 Đ. Số 40, Khu dân cư An Phú Hưng, Quận 7, Hồ Chí Minh",0909 123 089,https://www.google.gg/maps/place/B%C3%A1nh+Hu%E1%BA%BF+-+ch%C3%A8+Hu%E1%BA%BF+112+TQ%C4%90/data=!4m7!3m6!1s0x31752fe13f34cca1:0xe433ee25a71ab26f!8m2!3d10.7368958!4d106.7092629!16s%2Fg%2F11s21r2h30!19sChIJocw0P-EvdTERb7IapyXuM-Q?authuser=0&hl=en&rclk=1
Five Star Palace,"231 Đ. Nguyễn Thị Thập, Tân Phú, Quận 7, Hồ Chí Minh 760000",028 3776 0868,https://www.google.gg/maps/place/Five+Star+Palace/data=!4m7!3m6!1s0x31752f86a69d313f:0x7407c054a32017fa!8m2!3d10.7381633!4d106.7176002!16s%2Fg%2F11cjpd2ts7!19sChIJPzGdpoYvdTER-hcgo1TAB3Q?authuser=0&hl=en&rclk=1
SAMWON BBQ QUẬN 7,"49 Hưng Gia 3, Tân Phong, Quận 7, Hồ Chí Minh 72300",0917 777 496,https://www.google.gg/maps/place/SAMWON+BBQ+QU%E1%BA%ACN+7/data=!4m7!3m6!1s0x31752ff32617e8c5:0xcdf690407c2e6875!8m2!3d10.7325353!4d106.7102282!16s%2Fg%2F11jcfc2x6w!19sChIJxegXJvMvdTERdWgufECQ9s0?authuser=0&hl=en&rclk=1
BCB - Burgers Cocktails Beers,"23 Nội khu Hưng Phước 1, Phu My Hung, Quận 7, Hồ Chí Minh",0822 637 697,https://www.google.gg/maps/place/BCB+-+Burgers+Cocktails+Beers/data=!4m7!3m6!1s0x3175254e1f6a160b:0x9259ac303985d330!8m2!3d10.7314573!4d106.7095484!16s%2Fg%2F11rk23j7bk!19sChIJCxZqH04ldTERMNOFOTCsWZI?authuser=0&hl=en&rclk=1
NHÀ HÀNG HẢI SẢN HÀN QUỐC,"46 Đ. Phạm Văn Nghị, Khu đô thị Phú Mỹ Hưng, Quận 7, Hồ Chí Minh",,https://www.google.gg/maps/place/NH%C3%80+H%C3%80NG+H%E1%BA%A2I+S%E1%BA%A2N+H%C3%80N+QU%E1%BB%90C/data=!4m7!3m6!1s0x31752f0063637f23:0xf389bfc2c25d0a6!8m2!3d10.732839!4d106.7066776!16s%2Fg%2F11ltllqqmc!19sChIJI39jYwAvdTERptAlLPybOA8?authuser=0&hl=en&rclk=1
SEA Quán Ăn Ngon | Quán ăn ngon quận 7 | Bún bò ngon quận 7,"186 Hà Huy Tập, Khu đô thị Phú Mỹ Hưng, Quận 7, Hồ Chí Minh",0822 555 506,https://www.google.gg/maps/place/SEA+Qu%C3%A1n+%C4%82n+Ngon+%7C+Qu%C3%A1n+%C4%83n+ngon+qu%E1%BA%ADn+7+%7C+B%C3%BAn+b%C3%B2+ngon+qu%E1%BA%ADn+7/data=!4m7!3m6!1s0x31752f0b10a4db4d:0x1ba274a64d035ddb!8m2!3d10.7264588!4d106.7064885!16s%2Fg%2F11ksnvdhrg!19sChIJTdukEAsvdTER210DTaZ0ohs?authuser=0&hl=en&rclk=1
Nhà Hàng Tuấn Bin,"134 Đ. Số 10, Khu Phố 2, Quận 7, Hồ Chí Minh 70000",0793 289 466,https://www.google.gg/maps/place/Nh%C3%A0+H%C3%A0ng+Tu%E1%BA%A5n+Bin/data=!4m7!3m6!1s0x31752ff49ad45c07:0x2ff0c0fc267522c0!8m2!3d10.7414766!4d106.7099286!16s%2Fg%2F11qn9m63mq!19sChIJB1zUmvQvdTERwCJ1JvzA8C8?authuser=0&hl=en&rclk=1
Tiệm Cua Oanh - Cua Ngâm Tương,"10 Số 11, Tân Phú, Quận 7, Hồ Chí Minh",0762 422 931,https://www.google.gg/maps/place/Ti%E1%BB%87m+Cua+Oanh+-+Cua+Ng%C3%A2m+T%C6%B0%C6%A1ng/data=!4m7!3m6!1s0x31752fe3e707d4c1:0x695827611dbff8a6!8m2!3d10.7366824!4d106.7152753!16s%2Fg%2F11ty2v2120!19sChIJwdQH5-MvdTERpvi_HWEnWGk?authuser=0&hl=en&rclk=1
Bún Đậu Xưa,"111B Đường số 79, Tân Quy, Quận 7, Hồ Chí Minh 700000",0373 993 939,https://www.google.gg/maps/place/B%C3%BAn+%C4%90%E1%BA%ADu+X%C6%B0a/data=!4m7!3m6!1s0x31752f9c7c963a55:0xe954664dea14ff8a!8m2!3d10.7402503!4d106.7083801!16s%2Fg%2F11f03pdcpj!19sChIJVTqWfJwvdTERiv8U6k1mVOk?authuser=0&hl=en&rclk=1
Nhà Hàng Tam Nguyên,"29 Khu Phố Hưng Phước 2, Tân Phong, Quận 7, Hồ Chí Minh",0854 103 885,https://www.google.gg/maps/place/Nh%C3%A0+H%C3%A0ng+Tam+Nguy%C3%AAn/data=!4m7!3m6!1s0x31752f911faffff9:0x8ee68bac151580ac!8m2!3d10.7314093!4d106.7073371!16s%2Fg%2F11ddyd2l6q!19sChIJ-f-vH5EvdTERrIAVFayL5o4?authuser=0&hl=en&rclk=1
Nhà Hàng Chay Đóa Sen Vàng,"Đ. số 10/226 Mỹ Kim 2, Tân Phong, Quận 7, Hồ Chí Minh",0707 669 554,https://www.google.gg/maps/place/Nh%C3%A0+H%C3%A0ng+Chay+%C4%90%C3%B3a+Sen+V%C3%A0ng/data=!4m7!3m6!1s0x31752f20c9761921:0xc5043b662fec6454!8m2!3d10.7247176!4d106.7094587!16s%2Fg%2F11bwh4nlbk!19sChIJIRl2ySAvdTERVGTsL2Y7BMU?authuser=0&hl=en&rclk=1
Chang Kang Kung,"TTTM SC VivoCity, 1058 Đường Nguyễn Văn Linh, Tân Phong, Quận 7, Hồ Chí Minh",028 3620 4673,https://www.google.gg/maps/place/Chang+Kang+Kung/data=!4m7!3m6!1s0x31752f968567af3d:0xe92c7e42ca5285a7!8m2!3d10.7298577!4d106.7032856!16s%2Fg%2F11f01v7l0x!19sChIJPa9nhZYvdTERp4VSykJ-LOk?authuser=0&hl=en&rclk=1
Nhà hàng Hàn Quốc Bap & sul,"12 Khu Phố Hưng Phước 2, Tân Phong, Quận 7, Hồ Chí Minh",0935 249 236,https://www.google.gg/maps/place/Nh%C3%A0+h%C3%A0ng+H%C3%A0n+Qu%E1%BB%91c+Bap+%26+sul/data=!4m7!3m6!1s0x31752f0ef6be0457:0x89f6e482155075cd!8m2!3d10.731617!4d106.7078928!16s%2Fg%2F11tfz48k30!19sChIJVwS-9g4vdTERzXVQFYLk9ok?authuser=0&hl=en&rclk=1
My SuShi House,"19 Mai Văn Vĩnh, Tân Quy, Quận 7, Hồ Chí Minh",0905 471 991,https://www.google.gg/maps/place/My+SuShi+House/data=!4m7!3m6!1s0x31752fc0338655c7:0xff7fd6d1b145d40!8m2!3d10.7426792!4d106.7138248!16s%2Fg%2F11jn65rkpb!19sChIJx1WGM8AvdTERQF0UG2399w8?authuser=0&hl=en&rclk=1
Nhà hàng JIN GO GAE,"83 Phan Khiêm Ích, Tân Phong, Quận 7, Hồ Chí Minh",0938 195 540,https://www.google.gg/maps/place/Nh%C3%A0+h%C3%A0ng+JIN+GO+GAE/data=!4m7!3m6!1s0x31752f51d3471d03:0x74e95beb3e723e89!8m2!3d10.732778!4d106.7072151!16s%2Fg%2F11f767n3_6!19sChIJAx1H01EvdTERiT5yPutb6XQ?authuser=0&hl=en&rclk=1
Nhà Hàng Hương Quê,"49 Cao Triều Phát, Tân Phong, Quận 7, Hồ Chí Minh",,https://www.google.gg/maps/place/Nh%C3%A0+H%C3%A0ng+H%C6%B0%C6%A1ng+Qu%C3%AA/data=!4m7!3m6!1s0x31752f90fc10f3af:0xeb7936ce2b7dd352!8m2!3d10.7318233!4d106.7083004!16s%2Fg%2F11j00sgkrc!19sChIJr_MQ_JAvdTERUtN9K842ees?authuser=0&hl=en&rclk=1
NHÀ HÀNG HƯƠNG LÚA 8,"2 Đ. Nguyễn Hữu Thọ, P. Phú Thuận, Quận 7, Hồ Chí Minh 70000",028 6276 8608,https://www.google.gg/maps/place/NH%C3%80+H%C3%80NG+H%C6%AF%C6%A0NG+L%C3%9AA+8/data=!4m7!3m6!1s0x31752f312ecf973d:0x94dacdd5e871838e!8m2!3d10.7445438!4d106.7014578!16s%2Fg%2F11fsljs3s2!19sChIJPZfPLjEvdTERjoNx6NXN2pQ?authuser=0&hl=en&rclk=1
"Phở chay, cơm chay","334 Đ. Nguyễn Thị Thập, Tân Quy, Quận 7, Hồ Chí Minh",,"https://www.google.gg/maps/place/Ph%E1%BB%9F+chay,+c%C6%A1m+chay/data=!4m7!3m6!1s0x31752fde3479e891:0x52eca8c83d5e2a0!8m2!3d10.7386523!4d106.7127282!16s%2Fg%2F11gwhbrcv6!19sChIJkeh5NN4vdTERoOLVg4zKLgU?authuser=0&hl=en&rclk=1"
Elisa Floating Restaurant,"5 Đ. Nguyễn Tất Thành, Phường 13, Quận 4, Hồ Chí Minh 700000",0938 568 182,https://www.google.gg/maps/place/Elisa+Floating+Restaurant/data=!4m7!3m6!1s0x31752f426fe8753b:0xfce93a4421eeb99c!8m2!3d10.7680488!4d106.7077227!16s%2Fg%2F1q665w0nv!19sChIJO3Xob0IvdTERnLnuIUQ66fw?authuser=0&hl=en&rclk=1
Juiffee 'n' Poki,"Cao Triều Phát/88 Đ. Nội Khu Hưng Gia 4, Khu đô thị Phú Mỹ Hưng, Quận 7, Hồ Chí Minh 700000",0938 886 381,https://www.google.gg/maps/place/Juiffee+%27n%27+Poki/data=!4m7!3m6!1s0x31752ff5abf8b351:0x6d19a32552229b93!8m2!3d10.7320848!4d106.7070188!16s%2Fg%2F11fsjw9f0r!19sChIJUbP4q_UvdTERk5siUiWjGW0?authuser=0&hl=en&rclk=1
Nhà hàng hải sản Hương Lúa 3,"196 Đ. Số 48, Phường 03, Quận 4, Hồ Chí Minh",0909 137 970,https://www.google.gg/maps/place/Nh%C3%A0+h%C3%A0ng+h%E1%BA%A3i+s%E1%BA%A3n+H%C6%B0%C6%A1ng+L%C3%BAa+3/data=!4m7!3m6!1s0x31752fe033c7f6f1:0xf715be307065ad3!8m2!3d10.7570628!4d106.6999919!16s%2Fg%2F11q4dpxmdg!19sChIJ8fbHM-AvdTER01oGB-NbcQ8?authuser=0&hl=en&rclk=1
Nhà Hàng - Hầm Rượu - Karaoke SOS,"122 Đường Số 7, Tân Kiểng, Quận 7, Hồ Chí Minh",0912 614 239,https://www.google.gg/maps/place/Nh%C3%A0+H%C3%A0ng+-+H%E1%BA%A7m+R%C6%B0%E1%BB%A3u+-+Karaoke+SOS/data=!4m7!3m6!1s0x31752fa7afa0dcf5:0xba1cf54216bed2db!8m2!3d10.7469308!4d106.7059376!16s%2Fg%2F11bysjqg71!19sChIJ9dygr6cvdTER29K-FkL1HLo?authuser=0&hl=en&rclk=1
Nhà Hàng Hương Bắc,"6 Đường B, Khu đô thị Phú Mỹ Hưng, Quận 7, Hồ Chí Minh",0933 991 616,https://www.google.gg/maps/place/Nh%C3%A0+H%C3%A0ng+H%C6%B0%C6%A1ng+B%E1%BA%AFc/data=!4m7!3m6!1s0x3175250048b843b9:0x678d5c6c4c61659d!8m2!3d10.7312597!4d106.7245942!16s%2Fg%2F11vk4df53p!19sChIJuUO4SAAldTERnWVhTGxcjWc?authuser=0&hl=en&rclk=1
Mars Venus Restaurant - Garden in Island,"Bến thuyền qua Mars Venus, 9A Đ. Trần Văn Trà, Tân Phú, Quận 7, Hồ Chí Minh 700000",1900 277270,https://www.google.gg/maps/place/Mars+Venus+Restaurant+-+Garden+in+Island/data=!4m7!3m6!1s0x31752fa87ab91e3f:0xe6ec31d7371972b0!8m2!3d10.7196454!4d106.7109621!16s%2Fg%2F11p3h3bt_2!19sChIJPx65eqgvdTERsHIZN9cx7OY?authuser=0&hl=en&rclk=1
Phở Định Chay,"Phạm Thái Bường/5-1B Khu phố Mỹ Cảnh, Phú Mỹ Hưng, Quận 7, Hồ Chí Minh",0968 107 788,https://www.google.gg/maps/place/Ph%E1%BB%9F+%C4%90%E1%BB%8Bnh+Chay/data=!4m7!3m6!1s0x31752f3dd3dca015:0x3ecf66f0120b2150!8m2!3d10.7273588!4d106.7139874!16s%2Fg%2F11b_2vxj9h!19sChIJFaDc0z0vdTERUCELEvBmzz4?authuser=0&hl=en&rclk=1
Pizza Hut,"453 Đ. Nguyễn Thị Thập, Tân Phong, Quận 7, Hồ Chí Minh 700000",1900 1822,https://www.google.gg/maps/place/Pizza+Hut/data=!4m7!3m6!1s0x31752f0dc00a19db:0xe9d6152af7febf79!8m2!3d10.7386373!4d106.7105722!16s%2Fg%2F11vk2nycwz!19sChIJ2xkKwA0vdTEReb_-9yoV1uk?authuser=0&hl=en&rclk=1
Bulmakyeolsam,"64 Lê Văn Thiêm, Tân Phong, Quận 7, Hồ Chí Minh",,https://www.google.gg/maps/place/Bulmakyeolsam/data=!4m7!3m6!1s0x31752f4e35b06fad:0x718e31c02b6f0831!8m2!3d10.7311639!4d106.7079814!16s%2Fg%2F11sdz_hw9q!19sChIJrW-wNU4vdTERMQhvK8AxjnE?authuser=0&hl=en&rclk=1
Nhà Hàng Nhật Yume,"81 Hồ Hảo Hớn, Phường Cô Giang, Quận 1, Hồ Chí Minh",0966 077 168,https://www.google.gg/maps/place/Nh%C3%A0+H%C3%A0ng+Nh%E1%BA%ADt+Yume/data=!4m7!3m6!1s0x31752f112b9d0a2b:0x1e0d2077e75fc962!8m2!3d10.7622318!4d106.6913438!16s%2Fg%2F11h7s3wjvd!19sChIJKwqdKxEvdTERYslf53cgDR4?authuser=0&hl=en&rclk=1
怡寶海鮮餐廳 Yeebo Seafood and Hotpot Restaurant (District 7),"109 Đ. Tôn Dật Tiên, Tân Phú, Quận 7, Hồ Chí Minh",028 3638 1313,https://www.google.gg/maps/place/%E6%80%A1%E5%AF%B6%E6%B5%B7%E9%AE%AE%E9%A4%90%E5%BB%B3+Yeebo+Seafood+and+Hotpot+Restaurant+%28District+7%29/data=!4m7!3m6!1s0x31752f8b06abd567:0x811cf1f1793cebcf!8m2!3d10.7249454!4d106.7198718!16s%2Fg%2F11b6dqb4ql!19sChIJZ9WrBosvdTERz-s8efHxHIE?authuser=0&hl=en&rclk=1
Nhà Hàng Cua Ven Sông,"PMHG+JQP, Đ. Phạm Hùng, Bình Hưng, Bình Chánh, Hồ Chí Minh",0878 179 678,https://www.google.gg/maps/place/Nh%C3%A0+H%C3%A0ng+Cua+Ven+S%C3%B4ng/data=!4m7!3m6!1s0x31752fb4c8469601:0xd2c17f7f3efc0fda!8m2!3d10.729097!4d106.6769597!16s%2Fg%2F11btrs75kz!19sChIJAZZGyLQvdTER2g_8Pn9_wdI?authuser=0&hl=en&rclk=1
Nhà Hàng BaoZ,"190 Đ. Hồng Bàng, Phường 12, Quận 5, Hồ Chí Minh",0922 887 878,https://www.google.gg/maps/place/Nh%C3%A0+H%C3%A0ng+BaoZ/data=!4m7!3m6!1s0x31752f10c3f99a81:0x1abfdc8dc689747!8m2!3d10.7546334!4d106.6602013!16s%2Fg%2F11ghpznr97!19sChIJgZr5wxAvdTERR5do3Mj9qwE?authuser=0&hl=en&rclk=1
Nhà hàng GOLDA,"37 Thuận Kiều, Phường 12, Quận 5, Hồ Chí Minh",0982 090 906,https://www.google.gg/maps/place/Nh%C3%A0+h%C3%A0ng+GOLDA/data=!4m7!3m6!1s0x31752f26bded967b:0x1e3886ce27668b08!8m2!3d10.7565158!4d106.6580756!16s%2Fg%2F11sbw6f2dp!19sChIJe5btvSYvdTERCItmJ86GOB4?authuser=0&hl=en&rclk=1
Thien Thu Tinh Quan,"Lô B3, Đ. Nguyễn Hữu Thọ, Khu dân cư Kim Sơn, Quận 7, Hồ Chí Minh",0908 081 155,https://www.google.gg/maps/place/Thien+Thu+Tinh+Quan/data=!4m7!3m6!1s0x31752f980308ad37:0x9c02732a22e254a2!8m2!3d10.7349052!4d106.7004524!16s%2Fg%2F11c53bms0x!19sChIJN60IA5gvdTERolTiIipzApw?authuser=0&hl=en&rclk=1
Nhà Hàng - Coffee & Karaoke Hoàng Triều Entertainment,"02, 04, 06 Đường nội khu Hưng P, Quận 7, Hồ Chí Minh 756600",0903 335 211,https://www.google.gg/maps/place/Nh%C3%A0+H%C3%A0ng+-+Coffee+%26+Karaoke+Ho%C3%A0ng+Tri%E1%BB%81u+Entertainment/data=!4m7!3m6!1s0x31752f91090333f1:0x88de2205c9285cd1!8m2!3d10.7306566!4d106.708374!16s%2Fg%2F11csqgscpl!19sChIJ8TMDCZEvdTER0VwoyQUi3og?authuser=0&hl=en&rclk=1
Nhà Hàng Whisk Sài Gòn,"Icon68 Shopping Center, Bitexco Financial Tower, 02 Đ. Hải Triều, Bến Nghé, Quận 1, Hồ Chí Minh",0888 678 839,https://www.google.gg/maps/place/Nh%C3%A0+H%C3%A0ng+Whisk+S%C3%A0i+G%C3%B2n/data=!4m7!3m6!1s0x31752f4143f5ac99:0xb4cb4a33dd4e4aa1!8m2!3d10.7715287!4d106.7047467!16s%2Fg%2F11fy_4cp8z!19sChIJmaz1Q0EvdTERoUpO3TNKy7Q?authuser=0&hl=en&rclk=1
Nhà hàng Khánh Ngọc - MẸT QUÁN | Nhà hàng Q7,"A18 KDC Sadeco nghỉ ngơi giải trí đường số 14, P. Phú Thuận, Quận 7, Hồ Chí Minh",0902 605 445,https://www.google.gg/maps/place/Nh%C3%A0+h%C3%A0ng+Kh%C3%A1nh+Ng%E1%BB%8Dc+-+M%E1%BA%B8T+QU%C3%81N+%7C+Nh%C3%A0+h%C3%A0ng+Q7/data=!4m7!3m6!1s0x31752ffde3186d8f:0x5622c94b18149845!8m2!3d10.7307745!4d106.701325!16s%2Fg%2F11jcbhg67n!19sChIJj20Y4_0vdTERRZgUGEvJIlY?authuser=0&hl=en&rclk=1
Nhà Hàng Bít Tết Lục Nguyên,"109 Trần Hưng Đạo, Phường 5, Quận 5, Hồ Chí Minh",028 6686 8081,https://www.google.gg/maps/place/Nh%C3%A0+H%C3%A0ng+B%C3%ADt+T%E1%BA%BFt+L%E1%BB%A5c+Nguy%C3%AAn/data=!4m7!3m6!1s0x31752ef98224751d:0x45192fdb1989d2a3!8m2!3d10.7524077!4d106.6670923!16s%2Fg%2F1tg_tl9r!19sChIJHXUkgvkudTERo9KJGdsvGUU?authuser=0&hl=en&rclk=1
Blue Dragon Chinese Restaurant,"82 Lê Văn Thiêm, Tân Phong, Quận 7, Hồ Chí Minh",0343 428 877,https://www.google.gg/maps/place/Blue+Dragon+Chinese+Restaurant/data=!4m7!3m6!1s0x31752fdcd1f00845:0xabafadf8143ae965!8m2!3d10.731156!4d106.7073364!16s%2Fg%2F11nnmh4y2s!19sChIJRQjw0dwvdTERZek6FPitr6s?authuser=0&hl=en&rclk=1
JK Garden's,"45 Đ. Lý Phục Man, Bình Thuận, Quận 7, Hồ Chí Minh",,https://www.google.gg/maps/place/JK+Garden%27s/data=!4m7!3m6!1s0x3175250e83307ef9:0xff5bc7c16af953f!8m2!3d10.7431475!4d106.7266914!16s%2Fg%2F11fn9cmy7r!19sChIJ-X4wgw4ldTERP5WvFny89Q8?authuser=0&hl=en&rclk=1
Cơm tấm Minh Long,"607 Đ. Nguyễn Thị Thập, Tân Hưng, Quận 7, Hồ Chí Minh",0938 903 801,https://www.google.gg/maps/place/C%C6%A1m+t%E1%BA%A5m+Minh+Long/data=!4m7!3m6!1s0x31752f992b0851b3:0x760b06981c95e42b!8m2!3d10.7398175!4d106.7030631!16s%2Fg%2F11dylzd0zj!19sChIJs1EIK5kvdTERK-SVHJgGC3Y?authuser=0&hl=en&rclk=1
Lee Dae Gam 이대감,"87 Lê Văn Thiêm, Tân Phong, Quận 7, Hồ Chí Minh",028 5410 8102,https://www.google.gg/maps/place/Lee+Dae+Gam+%EC%9D%B4%EB%8C%80%EA%B0%90/data=!4m7!3m6!1s0x31752f8d88fc4fdd:0xbc70c77f56a3c432!8m2!3d10.7309028!4d106.7068459!16s%2Fg%2F11ft1v0gm8!19sChIJ3U_8iI0vdTERMsSjVn_HcLw?authuser=0&hl=en&rclk=1
Joopii Tokbokki -SC VIVO CITY,"SC Vivo City, Đường Nguyễn Văn Linh, Tân Phong, Quận 7, Hồ Chí Minh",,https://www.google.gg/maps/place/Joopii+Tokbokki+-SC+VIVO+CITY/data=!4m7!3m6!1s0x31752fcdc8d72017:0x68395a5b6fb46db1!8m2!3d10.7299854!4d106.7036608!16s%2Fg%2F11jz5df8tq!19sChIJFyDXyM0vdTERsW20b1taOWg?authuser=0&hl=en&rclk=1
Cơm chay Thiên Ý,"101 Đ. Tạ Quang Bửu, Phường Rạch Ông, Quận 8, Hồ Chí Minh",0796 661 108,https://www.google.gg/maps/place/C%C6%A1m+chay+Thi%C3%AAn+%C3%9D/data=!4m7!3m6!1s0x31752fb94fc836df:0x10ad8df28002def9!8m2!3d10.7439688!4d106.6849228!16s%2Fg%2F11j1svn2m5!19sChIJ3zbIT7kvdTER-d4CgPKNrRA?authuser=0&hl=en&rclk=1
Nhà hàng Opera - Điểm tâm sáng - Cơm văn phòng - Coffee giao tận nơi [ Opera restaurant - coffee - breakfast meal _ lunch],"hưng, R2-27-28 nam quang 1, Lý Long Tường, Phú Mỹ, Quận 7, Hồ Chí Minh",0876 696 686,https://www.google.gg/maps/place/Nh%C3%A0+h%C3%A0ng+Opera+-+%C4%90i%E1%BB%83m+t%C3%A2m+s%C3%A1ng+-+C%C6%A1m+v%C4%83n+ph%C3%B2ng+-+Coffee+giao+t%E1%BA%ADn+n%C6%A1i+%5B+Opera+restaurant+-+coffee+-+breakfast+meal+_+lunch%5D/data=!4m7!3m6!1s0x31752f597ce465a5:0x78c860a2020dc330!8m2!3d10.7236794!4d106.7098535!16s%2Fg%2F11s49fnm5p!19sChIJpWXkfFkvdTERMMMNAqJgyHg?authuser=0&hl=en&rclk=1
KobeGordon - Nhà Hàng Đại Tiệc Bò Kobe,"454 Võ Văn Kiệt, Phường Cô Giang, Quận 1, Hồ Chí Minh 70000",0933 055 353,https://www.google.gg/maps/place/KobeGordon+-+Nh%C3%A0+H%C3%A0ng+%C4%90%E1%BA%A1i+Ti%E1%BB%87c+B%C3%B2+Kobe/data=!4m7!3m6!1s0x31752f1e6442c371:0xf0cca214313bda6b!8m2!3d10.7590254!4d106.6924457!16s%2Fg%2F11q535jb79!19sChIJccNCZB4vdTERa9o7MRSizPA?authuser=0&hl=en&rclk=1
Nhà Hàng Ngũ Vị,"122 Đ. Số 2, Tân Phong, Quận 7, Hồ Chí Minh",,https://www.google.gg/maps/place/Nh%C3%A0+H%C3%A0ng+Ng%C5%A9+V%E1%BB%8B/data=!4m7!3m6!1s0x31752f006e364f67:0x404d5cff6d917709!8m2!3d10.7339141!4d106.7069573!16s%2Fg%2F11xgk1vkx_!19sChIJZ082bgAvdTERCXeRbf9cTUA?authuser=0&hl=en&rclk=1
CÔNG TY TNHH NHÀ HÀNG ẨM THỰC GOLD FISH,"66 Đường Số 8, Khu dân cư Him Lam, Quận 7, Hồ Chí Minh 70000",0588 016 868,https://www.google.gg/maps/place/C%C3%94NG+TY+TNHH+NH%C3%80+H%C3%80NG+%E1%BA%A8M+TH%E1%BB%B0C+GOLD+FISH/data=!4m7!3m6!1s0x31752f78c9c14d87:0x64dd02a8b29d7ef9!8m2!3d10.7428394!4d106.6961803!16s%2Fg%2F11xynpl63g!19sChIJh03ByXgvdTER-X6dsqgC3WQ?authuser=0&hl=en&rclk=1
Nhà Hàng Hải Sản B79,"PMVQ+4X4, Hẻm 432A Dương Bá Trạc, Phường Rạch Ông, Quận 8, Hồ Chí Minh",,https://www.google.gg/maps/place/Nh%C3%A0+H%C3%A0ng+H%E1%BA%A3i+S%E1%BA%A3n+B79/data=!4m7!3m6!1s0x31752fa64f53788b:0x7d240bb772c740f0!8m2!3d10.7427729!4d106.6899539!16s%2Fg%2F11vdb6mcf_!19sChIJi3hTT6YvdTER8EDHcrcLJH0?authuser=0&hl=en&rclk=1
Nhà Hàng Phú Quý,"34 Đường số 13, kp5, P. Phú Thuận, Thủ Đức, Hồ Chí Minh",,https://www.google.gg/maps/place/Nh%C3%A0+H%C3%A0ng+Ph%C3%BA+Qu%C3%BD/data=!4m7!3m6!1s0x31752f1063fe0afd:0x67aacfb2a032649b!8m2!3d10.7494562!4d106.6960122!16s%2Fg%2F11ss7kstpd!19sChIJ_Qr-YxAvdTERm2QyoLLPqmc?authuser=0&hl=en&rclk=1
Nhà hàng Nhơn Hòa 1,"60 Đ. Phạm Thế Hiển, Phường 5, Quận 8, Hồ Chí Minh",,https://www.google.gg/maps/place/Nh%C3%A0+h%C3%A0ng+Nh%C6%A1n+H%C3%B2a+1/data=!4m7!3m6!1s0x31752f0061a20b0b:0x4bdf68bda35b9b86!8m2!3d10.7422662!4d106.6641663!16s%2Fg%2F11ycfm33jp!19sChIJCwuiYQAvdTERhptbo71o30s?authuser=0&hl=en&rclk=1
Nhà hàng Ẩm Thực Hoàng Phúc,"72 Hoàng Quốc Việt, Phú Mỹ, Quận 7, Hồ Chí Minh",0378 511 573,https://www.google.gg/maps/place/Nh%C3%A0+h%C3%A0ng+%E1%BA%A8m+Th%E1%BB%B1c+Ho%C3%A0ng+Ph%C3%BAc/data=!4m7!3m6!1s0x317525544db04de3:0xddf8392f6c618b07!8m2!3d10.7135962!4d106.7407972!16s%2Fg%2F11j4st6_45!19sChIJ402wTVQldTERB4thbC85-N0?authuser=0&hl=en&rclk=1
Nhà Hàng Minh Tuyết,"15 Đ. số 6, Tân Hưng, Quận 7, Hồ Chí Minh",0852 372 561,https://www.google.gg/maps/place/Nh%C3%A0+H%C3%A0ng+Minh+Tuy%E1%BA%BFt/data=!4m7!3m6!1s0x31752fbc82f5dcd7:0xd74395609c8fe271!8m2!3d10.7425557!4d106.6994532!16s%2Fg%2F11lckyqf5_!19sChIJ19z1grwvdTERceKPnGCVQ9c?authuser=0&hl=en&rclk=1
Nhà Hàng,"C10/29B, Ấp 5A, Xã Bình Hưng, Huyện Bình Chánh, Thành Phố Hồ Chí Minh",0359 939 333,https://www.google.gg/maps/place/Nh%C3%A0+H%C3%A0ng/data=!4m7!3m6!1s0x31752e31ad8c97f9:0xd80b4a4b12858724!8m2!3d10.7167794!4d106.6677189!16s%2Fg%2F11gh9q5_k5!19sChIJ-ZeMrTEudTERJIeFEktKC9g?authuser=0&hl=en&rclk=1
Nhà hàng món Tứ Xuyên,"25 Nội khu Hưng Phước 1, Khu đô thị Phú Mỹ Hưng, Quận 7, Hồ Chí Minh",,https://www.google.gg/maps/place/Nh%C3%A0+h%C3%A0ng+m%C3%B3n+T%E1%BB%A9+Xuy%C3%AAn/data=!4m7!3m6!1s0x31752f060f7b7f7f:0x21ad2f460f6b16ca!8m2!3d10.7314368!4d106.7095487!16s%2Fg%2F11vl6_msh5!19sChIJf397DwYvdTERyhZrD0YvrSE?authuser=0&hl=en&rclk=1
Nhà hàng chay Duyen Chi,"135/15G Đ. Nguyễn Thị Thập, Tân Phong, Quận 7, Hồ Chí Minh 700000",0943 448 359,https://www.google.gg/maps/place/Nh%C3%A0+h%C3%A0ng+chay+Duyen+Chi/data=!4m7!3m6!1s0x31752fe2dfa90ed7:0xd1e6bd06f07d81aa!8m2!3d10.7370901!4d106.7079918!16s%2Fg%2F11n6fsdh62!19sChIJ1w6p3-IvdTERqoF98Aa95tE?authuser=0&hl=en&rclk=1
